2019,1,1,64
2019,1,2,67
2019,1,3,52
2019,1,4,11
2019,1,5,7
2019,1,6,77
2019,1,7,51
2019,1,8,17
2019,1,9,27
2019,1,10,62
2019,1,11,33
2019,1,12,66
2019,1,13,61
2019,1,14,9
2019,1,15,37
2019,1,16,33
2019,1,17,54
2019,1,18,49
2019,1,19,52
2019,1,20,39
2019,1,21,12
2019,1,22,72
2019,1,23,56
2019,1,24,24
2019,1,25,74
2019,1,26,74
2019,1,27,29
2019,1,28,52
2019,1,29,35
2019,1,30,60
2019,1,31,22
2019,2,1,3
2019,2,2,76
2019,2,3,70
2019,2,4,22
2019,2,5,70
2019,2,6,45
2019,2,7,59
2019,2,8,27
2019,2,9,77
2019,2,10,0
2019,2,11,56
2019,2,12,33
2019,2,13,56
2019,2,14,67
2019,2,15,33
2019,2,16,43
2019,2,17,70
2019,2,18,41
2019,2,19,65
2019,2,20,26
2019,2,21,46
2019,2,22,12
2019,2,23,34
2019,2,24,11
2019,2,25,6
2019,2,26,19
2019,2,27,59
2019,2,28,22
2019,3,1,56
2019,3,2,44
2019,3,3,62
2019,3,4,17
2019,3,5,45
2019,3,6,28
2019,3,7,21
2019,3,8,39
2019,3,9,4
2019,3,10,69
2019,3,11,26
2019,3,12,74
2019,3,13,24
2019,3,14,31
2019,3,15,77
2019,3,16,24
2019,3,17,75
2019,3,18,57
2019,3,19,37
2019,3,20,67
2019,3,21,10
2019,3,22,41
2019,3,23,10
2019,3,24,15
2019,3,25,6
2019,3,26,52
2019,3,27,43
2019,3,28,52
2019,3,29,25
2019,3,30,69
2019,3,31,51
2019,4,1,78
2019,4,2,1
2019,4,3,44
2019,4,4,37
2019,4,5,10
2019,4,6,1
2019,4,7,71
2019,4,8,6
2019,4,9,56
2019,4,10,60
2019,4,11,14
2019,4,12,37
2019,4,13,15
2019,4,14,11
2019,4,15,44
2019,4,16,28
2019,4,17,19
2019,4,18,44
2019,4,19,46
2019,4,20,34
2019,4,21,13
2019,4,22,25
2019,4,23,0
2019,4,24,72
2019,4,25,68
2019,4,26,33
2019,4,27,55
2019,4,28,15
2019,4,29,24
2019,4,30,30
2019,5,1,50
2019,5,2,56
2019,5,3,69
2019,5,4,20
2019,5,5,65
2019,5,6,35
2019,5,7,70
2019,5,8,17
2019,5,9,39
2019,5,10,30
2019,5,11,75
2019,5,12,57
2019,5,13,16
2019,5,14,1
2019,5,15,52
2019,5,16,15
2019,5,17,32
2019,5,18,41
2019,5,19,32
2019,5,20,38
2019,5,21,10
2019,5,22,29
2019,5,23,16
2019,5,24,36
2019,5,25,0
2019,5,26,3
2019,5,27,27
2019,5,28,78
2019,5,29,27
2019,5,30,19
2019,5,31,26
2019,6,1,61
2019,6,2,4
2019,6,3,54
2019,6,4,14
2019,6,5,16
2019,6,6,65
2019,6,7,26
2019,6,8,71
2019,6,9,43
2019,6,10,33
2019,6,11,10
2019,6,12,47
2019,6,13,55
2019,6,14,76
2019,6,15,52
2019,6,16,38
2019,6,17,58
2019,6,18,52
2019,6,19,46
2019,6,20,80
2019,6,21,21
2019,6,22,51
2019,6,23,53
2019,6,24,32
2019,6,25,23
2019,6,26,64
2019,6,27,9
2019,6,28,41
2019,6,29,77
2019,6,30,70
2019,7,1,19
2019,7,2,20
2019,7,3,32
2019,7,4,17
2019,7,5,7
2019,7,6,3
2019,7,7,72
2019,7,8,51
2019,7,9,58
2019,7,10,54
2019,7,11,34
2019,7,12,33
2019,7,13,10
2019,7,14,15
2019,7,15,65
2019,7,16,2
2019,7,17,27
2019,7,18,14
2019,7,19,77
2019,7,20,16
2019,7,21,9
2019,7,22,0
2019,7,23,31
2019,7,24,49
2019,7,25,26
2019,7,26,33
2019,7,27,40
2019,7,28,41
2019,7,29,3
2019,7,30,79
2019,7,31,12
2019,8,1,74
2019,8,2,79
2019,8,3,40
2019,8,4,63
2019,8,5,6
2019,8,6,33
2019,8,7,47
2019,8,8,12
2019,8,9,2
2019,8,10,40
2019,8,11,57
2019,8,12,70
2019,8,13,28
2019,8,14,27
2019,8,15,41
2019,8,16,60
2019,8,17,18
2019,8,18,21
2019,8,19,44
2019,8,20,62
2019,8,21,11
2019,8,22,26
2019,8,23,8
2019,8,24,9
2019,8,25,69
2019,8,26,18
2019,8,27,73
2019,8,28,43
2019,8,29,45
2019,8,30,41
2019,8,31,33
2019,9,1,65
2019,9,2,15
2019,9,3,26
2019,9,4,60
2019,9,5,73
2019,9,6,38
2019,9,7,7
2019,9,8,47
2019,9,9,79
2019,9,10,55
2019,9,11,49
2019,9,12,2
2019,9,13,57
2019,9,14,11
2019,9,15,8
2019,9,16,80
2019,9,17,7
2019,9,18,22
2019,9,19,65
2019,9,20,54
2019,9,21,52
2019,9,22,76
2019,9,23,14
2019,9,24,53
2019,9,25,30
2019,9,26,39
2019,9,27,79
2019,9,28,16
2019,9,29,37
2019,9,30,49
2019,10,1,14
2019,10,2,21
2019,10,3,36
2019,10,4,7
2019,10,5,65
2019,10,6,60
2019,10,7,11
2019,10,8,63
2019,10,9,13
2019,10,10,69
2019,10,11,25
2019,10,12,41
2019,10,13,44
2019,10,14,38
2019,10,15,6
2019,10,16,1
2019,10,17,61
2019,10,18,26
2019,10,19,36
2019,10,20,7
2019,10,21,30
2019,10,22,65
2019,10,23,75
2019,10,24,21
2019,10,25,29
2019,10,26,55
2019,10,27,53
2019,10,28,57
2019,10,29,20
2019,10,30,28
2019,10,31,38
2019,11,1,50
2019,11,2,28
2019,11,3,15
2019,11,4,24
2019,11,5,53
2019,11,6,6
2019,11,7,52
2019,11,8,10
2019,11,9,47
2019,11,10,5
2019,11,11,40
2019,11,12,20
2019,11,13,51
2019,11,14,17
2019,11,15,76
2019,11,16,19
2019,11,17,47
2019,11,18,70
2019,11,19,34
2019,11,20,29
2019,11,21,16
2019,11,22,36
2019,11,23,70
2019,11,24,80
2019,11,25,38
2019,11,26,63
2019,11,27,13
2019,11,28,24
2019,11,29,42
2019,11,30,20
2019,12,1,14
2019,12,2,74
2019,12,3,14
2019,12,4,19
2019,12,5,38
2019,12,6,55
2019,12,7,49
2019,12,8,20
2019,12,9,70
2019,12,10,58
2019,12,11,77
2019,12,12,45
2019,12,13,20
2019,12,14,45
2019,12,15,18
2019,12,16,76
2019,12,17,16
2019,12,18,48
