4253848,12701,17,2
3182824,12691,17,10
4197261,14837,17,8
4281791,14463,17,9
4220987,12063,17,9
2882841,13186,12,7
2606597,13903,12,9
2498599,14506,12,9
4111490,11175,12,5
2444038,14058,12,2
4025658,14139,5,3
3903415,11703,5,2
4559349,11514,5,7
3961184,13963,5,2
4400896,11990,5,3
3861099,13791,5,3
3712493,14698,15,7
3499616,14127,15,4
3444908,13926,15,2
2840576,14255,15,7
4014119,13858,15,3
3584806,12796,15,5
4611288,13420,15,5
4837825,11296,9,10
2223590,13710,9,7
3316468,12107,9,6
3806565,13940,9,6
2373778,13859,9,2
4494003,14746,9,10
3645152,13267,9,2
4603890,11238,9,2
2890847,11246,3,5
2937395,11440,3,6
2990705,12588,3,6
4405658,12497,3,7
2623640,13063,3,3
4731888,12139,3,8
4993654,14797,3,6
2819963,12817,3,4
